"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"29149","Oregon, MO","4","CA1","2","...","Population (persons) 1/",9380,9182,9233,9527,9699,9481,10087,10086,10348,10376,10378,10235,10201,9969,9858,9896,9743,9602,9537,9465,9455,9484,9530,9518,9691,9886,10085,10102,10012,10213,10346,10327,10219,10328,10422,10503,10513,10669,10685,10697,10724,10930,11064,11003,10987,10890,10953
"29149","Oregon, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",1958,2191,2363,2695,3184,3581,3597,3898,3935,4658,5261,5645,6334,6739,7371,8067,8589,9005,9076,9139,9841,10334,11082,11985,12374,12352,12534,12780,14233,14889,15179,16112,17928,18051,18523,19825,20552,20864,20869,21892,22235,22171,23285,24472,24635,25820,26343
"29151","Osage, MO","4","CA1","1","...","Personal income (thousands of dollars)",34418,36733,37583,42365,51647,52238,57620,61877,69411,83319,89667,92202,104231,114157,118891,133908,136100,148460,154730,155239,169881,178988,186903,201952,209709,218918,230359,252161,267024,274982,293760,314102,333390,333013,346034,384498,402036,415743,446012,471749,464315,470983,491883,481804,514265,570559,593950
"29151","Osage, MO","4","CA1","2","...","Population (persons) 1/",11104,10993,11023,11181,11507,11605,12249,11855,11888,12026,12078,12040,12120,12016,12018,12201,12113,12074,12156,12175,12067,12021,12088,12187,12318,12393,12563,12669,12753,12764,12904,13026,13046,13073,13315,13361,13507,13687,13648,13753,13886,13876,13918,13860,13691,13691,13628
"29151","Osage, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3100,3341,3410,3789,4488,4501,4704,5219,5839,6928,7424,7658,8600,9500,9893,10975,11236,12296,12729,12751,14078,14890,15462,16571,17025,17665,18336,19904,20938,21544,22765,24113,25555,25473,25988,28778,29765,30375,32680,34302,33438,33942,35342,34762,37562,41674,43583
"29153","Ozark, MO","4","CA1","1","...","Personal income (thousands of dollars)",12128,13153,15387,17102,20811,22165,25558,30846,31754,37747,42665,50094,57859,56752,62480,66891,71616,77242,79417,84003,93636,96893,105102,108543,114842,120429,125962,131320,140981,143418,151174,159792,183270,191418,194705,201390,201173,200646,207313,217230,220488,230471,246427,244080,247722,255607,257670
"29153","Ozark, MO","4","CA1","2","...","Population (persons) 1/",6332,6259,6456,7182,7091,7189,7376,7635,7865,8123,8039,8003,8156,8048,8194,8350,8372,8317,8458,8441,8480,8629,8621,8718,8953,9016,9197,9333,9297,9493,9509,9532,9447,9496,9582,9555,9557,9667,9655,9718,9673,9726,9654,9618,9533,9473,9409
"29153","Ozark, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",1915,2101,2383,2381,2935,3083,3465,4040,4037,4647,5307,6259,7094,7052,7625,8011,8554,9287,9390,9952,11042,11229,12191,12450,12827,13357,13696,14071,15164,15108,15898,16764,19400,20158,20320,21077,21050,20756,21472,22353,22794,23696,25526,25377,25986,26983,27385
"29155","Pemiscot, MO","4","CA1","1","...","Personal income (thousands of dollars)",55719,64589,75360,75521,91436,84174,105335,109299,128047,139397,154761,160921,175795,180844,181106,201662,205613,200148,221463,250725,241869,258298,273103,303155,293563,311348,326297,377112,388742,357540,385658,399667,419333,427659,466603,468032,476047,498479,515863,564762,549805,543381,599629,609607,612378,560107,547225
"29155","Pemiscot, MO","4","CA1","2","...","Population (persons) 1/",27598,26374,26428,26832,26524,25934,25280,25457,25698,25200,24848,24977,24885,24387,23960,23753,23227,22945,22621,22531,22111,21860,21576,21319,21213,21133,21130,21044,20848,20627,20216,20060,19887,19839,19592,19338,19211,18953,18788,18552,18378,18240,18205,18105,17787,17608,17482
"29155","Pemiscot, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2019,2449,2852,2815,3447,3246,4167,4293,4983,5532,6228,6443,7064,7416,7559,8490,8852,8723,9790,11128,10939,11816,12658,14220,13839,14733,15442,17920,18646,17334,19077,19924,21086,21556,23816,24203,24780,26301,27457,30442,29916,29791,32938,33671,34428,31810,31302
"29157","Perry, MO","4","CA1","1","...","Personal income (thousands of dollars)",40965,44639,47978,55411,64068,68400,79892,85198,91309,106509,121829,132560,151107,154325,160801,180990,185084,191446,198552,203173,227516,237986,252240,272110,279154,296051,304137,320952,347615,366654,379699,405454,420620,428799,449469,483468,494788,509469,533954,554297,559087,578927,594611,637283,659118,668167,680330
"29157","Perry, MO","4","CA1","2","...","Population (persons) 1/",14670,14432,14751,15358,15120,15264,15671,16127,16132,16437,16680,16814,16897,16739,16692,16690,16717,16571,16596,16496,16589,16700,16904,17100,17247,17529,17719,17910,18017,18050,18064,18134,18171,18318,18313,18454,18602,18672,18961,18976,19050,18974,18910,19047,19137,19222,19183
"29157","Perry, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2792,3093,3253,3608,4237,4481,5098,5283,5660,6480,7304,7884,8943,9219,9633,10844,11072,11553,11964,12317,13715,14251,14922,15913,16186,16889,17164,17920,19294,20313,21020,22359,23148,23409,24544,26199,26599,27285,28161,29210,29348,30512,31444,33458,34442,34761,35465
"29159","Pettis, MO","4","CA1","1","...","Personal income (thousands of dollars)",106996,116860,125908,139061,161149,170381,186532,202652,217574,249705,282925,287639,324959,343645,363838,407356,426358,444064,453775,487016,525842,536482,562259,593959,626774,659239,694755,739053,787094,830826,873138,928077,956098,965315,994923,1047266,1051398,1078064,1159591,1261289,1286615,1310847,1356495,1371871,1421146,1478146,1491251
"29159","Pettis, MO","4","CA1","2","...","Population (persons) 1/",34340,34204,34444,34210,35657,35519,34880,35408,35637,36063,36602,36295,35889,35658,35462,35629,35653,35431,35411,35474,35393,35545,35830,36080,36602,37494,37902,38054,38419,38866,39137,39486,39577,39543,39669,39883,40455,40937,41239,41565,41907,42267,42134,42288,42186,42213,42255
"29159","Pettis, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3116,3417,3655,4065,4519,4797,5348,5723,6105,6924,7730,7925,9055,9637,10260,11433,11959,12533,12815,13729,14857,15093,15692,16462,17124,17583,18330,19421,20487,21377,22310,23504,24158,24412,25081,26258,25989,26335,28119,30345,30702,31013,32195,32441,33688,35016,35292
"29161","Phelps, MO","4","CA1","1","...","Personal income (thousands of dollars)",76437,86539,97216,107904,120862,134572,148888,169083,184846,204511,227830,255704,282337,314156,341554,367232,388376,408354,424982,452427,488199,502802,534355,578881,602524,632299,671329,714342,757206,797294,827461,890959,952875,997659,1050227,1139156,1150738,1194297,1217508,1243723,1277225,1315328,1377342,1401567,1402097,1440803,1496275
"29161","Phelps, MO","4","CA1","2","...","Population (persons) 1/",29423,29930,31419,31927,31004,31126,30063,31128,32102,33333,33451,33767,34234,34676,34878,34833,34572,34495,34654,34869,34984,35317,35588,36201,36712,37032,37654,38323,38797,39184,39568,39945,40219,41193,41883,42616,43327,44025,44300,44200,44540,45313,45186,45227,44978,44960,44794
"29161","Phelps, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2598,2891,3094,3380,3898,4323,4953,5432,5758,6135,6811,7573,8247,9060,9793,10543,11234,11838,12264,12975,13955,14237,15015,15991,16412,17074,17829,18640,19517,20347,20912,22305,23692,24219,25075,26731,26559,27128,27483,28139,28676,29028,30482,30990,31173,32046,33403
"29163","Pike, MO","4","CA1","1","...","Personal income (thousands of dollars)",57970,66396,64439,69998,81692,79517,87366,91651,103335,120971,136624,138306,154595,157468,152720,174175,189405,191330,189517,191375,209569,212633,224468,242845,250530,260022,260670,285994,303263,315009,322442,358023,364748,366061,384677,420070,408372,432417,447293,503318,492349,509566,539262,540140,590209,593466,571874
"29163","Pike, MO","4","CA1","2","...","Population (persons) 1/",17160,16899,16886,16908,17317,17086,17472,17542,17534,17709,17611,17551,17450,17182,17006,16666,16386,16239,16164,16120,15947,16054,16165,16317,16505,16776,17142,17324,17469,18028,18282,18301,18258,18311,18426,18434,18725,18707,18588,18602,18544,18484,18639,18532,18579,18485,18348
"29163","Pike, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3378,3929,3816,4140,4717,4654,5000,5225,5893,6831,7758,7880,8859,9165,8980,10451,11559,11782,11725,11872,13142,13245,13886,14883,15179,15500,15207,16509,17360,17473,17637,19563,19977,19991,20877,22788,21809,23115,24064,27057,26550,27568,28932,29146,31768,32105,31168
"29165","Platte, MO","4","CA1","1","...","Personal income (thousands of dollars)",129390,144436,161829,184470,213050,233675,269018,304239,351755,408647,472567,515344,587489,630802,683094,770042,851486,918071,997986,1103082,1209161,1237525,1325537,1442064,1528403,1665522,1748216,1878211,2021954,2162839,2302041,2504590,2706278,2772174,2917588,3094541,3125431,3384461,3629053,4090900,4029897,4077540,4256111,4397197,4467608,4706536,4983098
"29165","Platte, MO","4","CA1","2","...","Population (persons) 1/",31733,32359,33752,34772,36519,37602,39538,40748,42513,44854,46145,46526,47164,47914,48116,49068,50062,51272,53174,55137,56578,58274,59753,61600,63742,65209,66825,67886,69479,70790,72555,74316,76143,77986,79577,81106,82615,83913,85656,87003,88219,89705,90808,92090,93241,94735,96096
"29165","Platte, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",4077,4464,4795,5305,5834,6214,6804,7466,8274,9111,10241,11076,12456,13165,14197,15693,17009,17906,18768,20006,21372,21236,22184,23410,23978,25541,26161,27667,29102,30553,31728,33702,35542,35547,36664,38154,37831,40333,42368,47020,45681,45455,46869,47749,47915,49681,51855
"29167","Polk, MO","4","CA1","1","...","Personal income (thousands of dollars)",40468,44399,48846,54610,62808,66969,75048,85471,93357,106827,115831,131609,148477,156895,171996,195361,207170,219331,227561,237813,262603,272298,289681,311099,338377,361237,388148,415243,436264,448744,455662,489413,529645,549537,580919,637727,676430,697991,731025,787918,782372,781375,823395,865663,883164,933979,948260
"29167","Polk, MO","4","CA1","2","...","Population (persons) 1/",15505,15489,15967,16916,17329,17905,18541,18375,18900,18959,18809,18900,19174,19389,19717,19921,20183,20320,20812,21203,21452,21951,22487,22817,23293,24230,25001,25780,26099,26409,26707,26999,27421,27826,28345,28690,29308,30053,30576,30790,31085,31164,31190,31078,31007,31032,31229
"29167","Polk, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2610,2866,3059,3228,3624,3740,4048,4651,4940,5635,6158,6963,7744,8092,8723,9807,10265,10794,10934,11216,12241,12405,12882,13635,14527,14909,15525,16107,16716,16992,17062,18127,19315,19749,20495,22228,23080,23225,23908,25590,25169,25073,26399,27855,28483,30097,30365
"29169","Pulaski, MO","4","CA1","1","...","Personal income (thousands of dollars)",257293,264712,263200,262486,251749,276740,290666,320526,297056,288600,300908,349569,396726,425795,457381,490112,518800,539649,550473,551263,611987,642313,677235,734021,666647,654391,675439,749944,776613,787818,862437,1013127,1027926,1113887,1208411,1281211,1399688,1550522,1673026,1858376,1990632,2046102,2162475,2110774,2127378,2028441,2078652
"29169","Pulaski, MO","4","CA1","2","...","Population (persons) 1/",54214,53423,52196,44869,41472,44635,45020,48000,49327,43975,42298,42082,42276,42853,42191,41216,40660,41470,40454,40109,39952,41786,41946,43809,40349,39657,38135,37618,38365,39961,38967,41957,43558,44535,44507,45301,45570,46482,47357,48300,50630,52845,53268,53401,53791,53535,53221
"29169","Pulaski, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",4746,4955,5043,5850,6070,6200,6456,6678,6022,6563,7114,8307,9384,9936,10841,11891,12759,13013,13607,13744,15318,15371,16145,16755,16522,16501,17712,19936,20243,19715,22132,24147,23599,25011,27151,28282,30715,33357,35328,38476,39317,38719,40596,39527,39549,37890,39057
"29171","Putnam, MO","4","CA1","1","...","Personal income (thousands of dollars)",13289,14992,14563,18614,25541,22738,23722,28807,32046,38212,45278,37446,45971,47359,48680,51779,53284,52999,59053,55043,61862,60543,62861,65554,66940,71266,70164,76948,83557,82835,84076,92040,96340,91864,99304,115958,113471,118206,124765,134077,135411,133214,149468,147420,160267,184927,168348
"29171","Putnam, MO","4","CA1","2","...","Population (persons) 1/",6114,5912,5925,5954,6022,6176,6336,6271,6318,6522,6337,6091,6079,6006,5911,5725,5469,5325,5234,5173,5106,5088,5061,5071,5071,5161,5200,5218,5149,5120,5153,5231,5203,5180,5161,5131,5153,5167,5047,5028,4988,4970,4960,4937,4878,4840,4858
"29171","Putnam, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2174,2536,2458,3126,4241,3682,3744,4594,5072,5859,7145,6148,7562,7885,8235,9044,9743,9953,11283,10640,12116,11899,12421,12927,13201,13809,13493,14747,16228,16179,16316,17595,18516,17734,19241,22599,22020,22877,24721,26666,27147,26804,30135,29860,32855,38208,34654
"29173","Ralls, MO","4","CA1","1","...","Personal income (thousands of dollars)",22235,25157,26906,29816,39568,38869,42853,44041,52124,60002,69903,70853,81775,77075,73884,90035,100329,97803,106937,115749,124889,124983,134937,146345,153676,160240,168829,187563,199816,200554,199860,227409,252028,239626,278045,332469,307750,330908,332309,337963,341313,341604,365353,359097,396771,386684,364333
"29173","Ralls, MO","4","CA1","2","...","Population (persons) 1/",7834,7730,7556,7626,7946,8042,8403,8427,8378,8412,8610,8973,8915,8888,8951,8987,8875,8742,8719,8694,8540,8466,8501,8580,8766,8886,8952,9030,9049,9201,9494,9669,9704,9755,9755,9792,9998,10092,10148,10117,10109,10192,10299,10259,10181,10280,10196
"29173","Ralls, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2838,3254,3561,3910,4980,4833,5100,5226,6222,7133,8119,7896,9173,8672,8254,10018,11305,11188,12265,13314,14624,14763,15873,17057,17531,18033,18859,20771,22082,21797,21051,23519,25972,24564,28503,33953,30781,32789,32746,33405,33763,33517,35475,35003,38972,37615,35733
"29175","Randolph, MO","4","CA1","1","...","Personal income (thousands of dollars)",67055,74650,78077,86297,99026,108121,119940,128066,144512,158300,179413,186274,209596,228348,247908,273277,290031,300492,311389,314426,344290,342724,358170,381774,401699,394842,399932,416920,428306,460968,473436,506476,527236,551254,582673,663814,683917,718144,725993,731178,748397,752108,782905,847680,853238,880581,909957
"29175","Randolph, MO","4","CA1","2","...","Population (persons) 1/",22602,22383,22275,22916,22891,23058,23568,24028,24465,24634,24747,25500,25604,25436,25530,25661,26012,25856,25696,25373,24657,24373,23843,24106,24289,24408,24315,24630,24532,24610,24640,24660,24679,24701,25010,25211,25451,25480,25597,25597,25364,25441,25259,25309,24938,25065,25104
"29175","Randolph, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2967,3335,3505,3766,4326,4689,5089,5330,5907,6426,7250,7305,8186,8977,9710,10650,11150,11622,12118,12392,13963,14062,15022,15837,16538,16177,16448,16927,17459,18731,19214,20538,21364,22317,23298,26330,26872,28185,28362,28565,29506,29563,30995,33493,34214,35132,36247
"29177","Ray, MO","4","CA1","1","...","Personal income (thousands of dollars)",59194,63695,70283,82792,93454,95783,108264,114460,134890,155001,180954,187851,209535,218505,224223,246622,272232,277916,280574,297850,311573,304927,321678,355763,363458,407476,417667,450427,486336,494917,523294,558951,572201,576083,596598,660410,635170,653623,695342,740765,738083,739658,770418,781916,795740,826501,842760
"29177","Ray, MO","4","CA1","2","...","Population (persons) 1/",17619,17656,18118,18900,19875,19738,20390,19835,19792,20640,20899,21410,21491,21452,21309,21478,21744,21663,21886,22061,21863,22004,21853,21634,22032,21815,22104,22454,22988,23273,23291,23393,23427,23538,23703,23739,23605,23842,23712,23764,23541,23472,23314,23053,23023,22950,22810
"29177","Ray, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3360,3608,3879,4381,4702,4853,5310,5771,6815,7510,8659,8774,9750,10186,10522,11483,12520,12829,12820,13501,14251,13858,14720,16445,16497,18679,18896,20060,21156,21266,22468,23894,24425,24475,25170,27820,26908,27415,29324,31172,31353,31512,33045,33918,34563,36013,36947
"29179","Reynolds, MO","4","CA1","1","...","Personal income (thousands of dollars)",12695,14228,15388,17033,19618,23344,22575,26865,30010,34804,40313,47725,50329,52803,51892,50262,50681,51760,53394,58757,66556,72249,78748,79268,83564,89227,95682,100029,106228,111643,115916,124797,131955,133154,132006,141948,147867,145858,150135,155745,161903,162125,170587,184636,178044,180918,183734
"29179","Reynolds, MO","4","CA1","2","...","Population (persons) 1/",6134,6124,6247,6141,6363,6397,6727,6683,6789,6878,6948,7250,7316,7172,7182,7217,6986,6740,6670,6625,6610,6664,6698,6555,6559,6531,6665,6615,6612,6576,6544,6708,6557,6664,6668,6717,6707,6707,6736,6688,6667,6677,6681,6660,6579,6540,6432
"29179","Reynolds, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2070,2323,2463,2774,3083,3649,3356,4020,4420,5060,5802,6583,6879,7362,7225,6964,7255,7680,8005,8869,10069,10842,11757,12093,12740,13662,14356,15122,16066,16977,17713,18604,20124,19981,19797,21133,22047,21747,22288,23287,24284,24281,25533,27723,27062,27663,28566
"29181","Ripley, MO","4","CA1","1","...","Personal income (thousands of dollars)",18435,20651,22666,25856,29879,34065,37945,40143,46073,51691,58161,63027,73731,77114,84276,91317,97830,101886,101701,106997,115242,121623,131119,141357,152810,158828,169668,180410,192875,202422,208956,224601,246272,258394,276795,300335,311503,321595,334345,355719,369282,376579,388337,394630,394663,390231,396059
"29181","Ripley, MO","4","CA1","2","...","Population (persons) 1/",9933,9921,10326,11061,11221,11332,12052,12010,12547,12520,12348,12463,12456,12273,12233,12295,12342,12247,12168,12141,12113,12348,12397,12468,12760,12968,13160,13265,13399,13497,13516,13482,13460,13608,13752,13843,13920,14049,14059,14039,14033,14101,14133,14030,14014,13969,13802
"29181","Ripley, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",1856,2082,2195,2338,2663,3006,3148,3342,3672,4129,4710,5057,5919,6283,6889,7427,7927,8319,8358,8813,9514,9850,10577,11338,11976,12248,12893,13600,14395,14998,15460,16659,18297,18988,20128,21696,22378,22891,23782,25338,26315,26706,27477,28128,28162,27936,28696
"29183","St. Charles, MO","4","CA1","1","...","Personal income (thousands of dollars)",346692,387268,423295,460373,520997,565257,633513,743117,898162,1084252,1283382,1491723,1710770,1887820,2131925,2482044,2786700,3053660,3256554,3533442,3878405,4031033,4228763,4609316,4884947,5339494,5778249,6194785,6741531,7225791,7903347,8623201,9149150,9757499,10646326,11733149,12561274,13736174,14411600,14756848,14244816,14415148,15202874,16156486,16586960,17262721,18154457
"29183","St. Charles, MO","4","CA1","2","...","Population (persons) 1/",85761,93628,96851,101687,108136,111718,113834,118805,125835,132615,138144,145250,149506,152898,156618,164585,171890,181466,192460,200866,207528,214434,219126,224750,232360,238247,246741,254332,262440,270335,277961,286218,294908,303224,311405,319729,328892,337952,345395,351179,356902,361831,365237,369048,374200,379952,385590
"29183","St. Charles, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",4043,4136,4371,4527,4818,5060,5565,6255,7138,8176,9290,10270,11443,12347,13612,15081,16212,16828,16921,17591,18689,18798,19298,20509,21023,22412,23418,24357,25688,26729,28433,30128,31024,32179,34188,36697,38193,40645,41725,42021,39912,39839,41625,43779,44326,45434,47082
"29185","St. Clair, MO","4","CA1","1","...","Personal income (thousands of dollars)",19347,19094,20388,23540,28551,27379,34714,34682,40215,44598,50866,50278,60759,63625,69923,77380,80044,83022,83795,89405,99275,101992,107686,118639,121759,125748,128185,143125,152348,157414,163588,173353,194830,196249,206773,223343,217991,221500,227178,244758,251011,252742,260271,275084,283275,301288,297477
"29185","St. Clair, MO","4","CA1","2","...","Population (persons) 1/",7843,7692,7716,8258,7879,8005,8685,8382,8460,8399,8315,8651,8754,8613,8692,8483,8396,8393,8404,8418,8434,8462,8428,8587,8748,8817,8997,9258,9308,9284,9528,9698,9656,9692,9656,9711,9733,9694,9802,9757,9708,9816,9701,9511,9493,9454,9440
"29185","St. Clair, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2467,2482,2642,2851,3624,3420,3997,4138,4754,5310,6117,5812,6941,7387,8045,9122,9534,9892,9971,10621,11771,12053,12777,13816,13918,14262,14248,15460,16367,16955,17169,17875,20177,20249,21414,22999,22397,22849,23177,25085,25856,25748,26829,28923,29840,31869,31512
"29186","Ste. Genevieve, MO","4","CA1","1","...","Personal income (thousands of dollars)",38315,42218,46116,52061,59966,65103,73212,82689,95161,109093,119770,125468,137687,142382,152540,169317,179093,189913,200469,206280,226818,227135,234167,251792,265627,283439,306888,324051,347972,366555,386128,409190,423122,418377,432725,443536,454239,489912,527023,580731,573832,568109,588237,613035,612434,645213,651990
"29186","Ste. Genevieve, MO","4","CA1","2","...","Population (persons) 1/",12891,12952,13307,13606,13815,13449,14196,14279,14521,14869,15146,15185,15175,15069,15036,15309,15423,15635,15749,16032,15945,16087,16107,16202,16446,16490,16713,16974,17277,17499,17631,17973,18013,18039,18161,18218,18233,18263,18293,18186,18156,18118,18231,17872,17946,17984,17919
"29186","Ste. Genevieve, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2972,3260,3466,3826,4341,4841,5157,5791,6553,7337,7908,8263,9073,9449,10145,11060,11612,12147,12729,12867,14225,14119,14538,15541,16151,17189,18362,19091,20141,20947,21901,22767,23490,23193,23827,24346,24913,26825,28810,31933,31606,31356,32266,34301,34126,35877,36385
"29187","St. Francois, MO","4","CA1","1","...","Personal income (thousands of dollars)",100894,111159,122833,132411,148158,164548,188079,206220,230778,261778,297682,342003,373958,395530,419447,448204,468622,498095,520212,547477,586851,615154,662206,705955,744345,801450,848496,909400,972245,1041814,1091170,1139527,1172456,1229010,1320193,1420799,1463039,1534833,1647468,1743149,1748116,1766001,1810174,1870792,1891402,1943755,2026964
"29187","St. Francois, MO","4","CA1","2","...","Population (persons) 1/",37300,37094,38124,39234,39331,39088,39913,39732,40319,40373,41218,42672,42871,42461,43029,43436,43986,44400,46325,47711,48314,49013,49528,49930,50902,51826,52828,53593,54234,54901,55345,55773,56242,56823,58118,60829,62298,62917,63636,64280,64864,65542,65559,65841,66181,65948,66520
"29187","St. Francois, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2705,2997,3222,3375,3767,4210,4712,5190,5724,6484,7222,8015,8723,9315,9748,10319,10654,11218,11230,11475,12147,12551,13370,14139,14623,15464,16061,16969,17927,18976,19716,20432,20847,21629,22716,23357,23485,24395,25889,27118,26950,26945,27611,28414,28579,29474,30471
"29189","St. Louis, MO","4","CA1","1","...","Personal income (thousands of dollars)",4565368,4981928,5353971,5761118,6265528,6876513,7467515,8240990,9044681,9945099,10873090,11828329,13293470,14426679,15545289,17188634,18522548,19634374,20871994,22589406,24166407,25948405,26334303,27858721,29075266,30462032,32451891,33995371,36163388,38291878,39259142,41914100,42229617,43079363,44462874,45791017,47868057,51325631,53198775,54165330,51277752,53716669,54819347,60488934,57614776,60347542,62403307
"29189","St. Louis, MO","4","CA1","2","...","Population (persons) 1/",898895,952050,953028,947005,962741,956828,965304,967284,966973,968954,971451,974960,975668,978444,979300,981028,984907,985176,988256,990825,991700,995198,999619,1003544,1007949,1012647,1015210,1017517,1018015,1015518,1016040,1016178,1016243,1014359,1011678,1007813,1004109,1002050,999389,998331,998618,998792,999016,1000775,1001295,1002188,1003362
"29189","St. Louis, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",5079,5233,5618,6084,6508,7187,7736,8520,9354,10264,11193,12132,13625,14745,15874,17521,18806,19930,21120,22799,24369,26074,26344,27760,28846,30082,31966,33410,35523,37707,38639,41247,41555,42470,43950,45436,47672,51221,53231,54256,51349,53782,54873,60442,57540,60216,62194
"29195","Saline, MO","4","CA1","1","...","Personal income (thousands of dollars)",80953,88376,94648,102733,119546,128287,131983,139781,161953,181207,206571,207174,247035,251579,265910,308305,316103,321777,331247,335971,350853,354409,380659,391911,412782,443964,450096,504912,524906,519955,528206,561170,569833,559816,584100,645460,630446,663593,696736,750463,770575,765605,861164,838075,905966,911591,853683
"29195","Saline, MO","4","CA1","2","...","Population (persons) 1/",25239,24765,24581,24657,24397,24483,25214,24789,24370,24283,24867,24918,24887,24871,24862,24663,24353,24248,24219,24064,23785,23499,23292,23099,23100,23232,23502,23628,23561,23494,23743,23747,23399,22960,22896,23058,23053,23008,23029,22967,23221,23403,23330,23472,23249,23360,23258
"29195","Saline, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3207,3569,3850,4166,4900,5240,5235,5639,6646,7462,8307,8314,9926,10115,10695,12501,12980,13270,13677,13962,14751,15082,16343,16967,17869,19110,19151,21369,22279,22131,22247,23631,24353,24382,25511,27993,27348,28842,30255,32676,33184,32714,36912,35705,38968,39024,36705
"29197","Schuyler, MO","4","CA1","1","...","Personal income (thousands of dollars)",12445,13156,13437,16415,19104,18397,22786,24667,26082,30943,34997,34767,39540,38363,39243,45324,47858,46837,48498,45572,51016,50866,52622,55392,57455,59763,59260,63950,69699,70951,73216,77708,88209,86458,93173,91478,85788,88475,97240,108431,113198,115336,124658,116804,124389,123848,116759
"29197","Schuyler, MO","4","CA1","2","...","Population (persons) 1/",4778,4691,4841,5034,4733,4731,4969,4983,5029,4948,4971,4978,4963,4889,4794,4652,4561,4475,4368,4227,4182,4242,4192,4174,4191,4192,4272,4227,4226,4252,4178,4178,4184,4245,4264,4313,4280,4267,4313,4383,4414,4441,4389,4394,4366,4391,4436
"29197","Schuyler, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2605,2805,2776,3261,4036,3889,4586,4950,5186,6254,7040,6984,7967,7847,8186,9743,10493,10466,11103,10781,12199,11991,12553,13271,13709,14256,13872,15129,16493,16687,17524,18599,21082,20367,21851,21210,20044,20735,22546,24739,25645,25971,28402,26583,28490,28205,26321
"29199","Scotland, MO","4","CA1","1","...","Personal income (thousands of dollars)",15054,16853,17744,20436,29342,22589,29232,29421,34501,39159,45229,36843,45733,45322,43140,55020,61204,59252,63618,57476,64655,64236,66894,75278,72333,80927,71402,89895,96942,92949,94004,102698,101605,100335,109266,123973,118219,125769,136928,143950,152502,145524,158664,169794,182733,190955,157601
"29199","Scotland, MO","4","CA1","2","...","Population (persons) 1/",5622,5478,5379,5536,5587,5793,5725,5654,5670,5681,5615,5428,5468,5420,5356,5242,5221,5109,5020,4970,4901,4821,4778,4784,4813,4843,4846,4874,4913,4878,4974,4976,4956,4877,4879,4838,4793,4823,4830,4818,4842,4843,4848,4888,4919,4858,4854
"29199","Scotland, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2678,3076,3299,3691,5252,3899,5106,5204,6085,6893,8055,6788,8364,8362,8055,10496,11723,11598,12673,11565,13192,13324,14000,15735,15029,16710,14734,18444,19732,19055,18899,20639,20501,20573,22395,25625,24665,26077,28349,29878,31496,30048,32728,34737,37148,39307,32468
"29201","Scott, MO","4","CA1","1","...","Personal income (thousands of dollars)",87194,97654,109071,118255,136134,149994,173077,194540,217433,247216,276795,297988,333315,350334,362893,415127,424932,450446,479960,512656,553783,551777,580412,618917,644309,686268,723026,770407,798691,820864,865550,925366,947080,965970,1005986,1116362,1109174,1219030,1236696,1415803,1268732,1293370,1359618,1411768,1396972,1424601,1430376
"29201","Scott, MO","4","CA1","2","...","Population (persons) 1/",33709,33474,34504,34751,35171,35275,36453,37069,37711,38277,38948,39669,39672,39615,39621,39684,39779,39545,39753,39633,39397,39424,39248,39501,39856,39902,40175,40109,40276,40204,40464,40371,40206,39885,39850,39704,39719,39626,39509,39293,39185,39241,39131,39123,39188,38856,39008
"29201","Scott, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2587,2917,3161,3403,3871,4252,4748,5248,5766,6459,7107,7512,8402,8843,9159,10461,10682,11391,12074,12935,14056,13996,14788,15668,16166,17199,17997,19208,19830,20417,21391,22922,23556,24219,25244,28117,27926,30763,31302,36032,32378,32960,34745,36085,35648,36664,36669
