"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"29047","Clay, MO","4","CA1","1","...","Personal income (thousands of dollars)",489020,520319,563224,621317,687827,744391,818022,917737,1050869,1183676,1340288,1492788,1638063,1754130,1877150,2085334,2267333,2416771,2538487,2712782,2890529,2929639,3063762,3288095,3443341,3682493,3947358,4272051,4557554,4866221,5156023,5638432,6310774,6593070,6897994,6851604,6956735,7197920,7901911,8694970,8831732,8851119,8869097,9039248,9371669,9849504,10439607
"29047","Clay, MO","4","CA1","2","...","Population (persons) 1/",112664,124301,126726,128668,132180,132113,131706,132775,134161,136052,136663,136569,136599,137081,137081,139070,141716,143548,146369,148342,150719,154200,157062,159528,162636,165463,168087,171620,175421,178064,181984,184703,188024,190959,193436,196718,200659,206369,211179,215142,219669,222627,225023,227486,230362,233297,235637
"29047","Clay, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",4341,4186,4444,4829,5204,5635,6211,6912,7833,8700,9807,10931,11992,12796,13694,14995,15999,16836,17343,18287,19178,18999,19507,20611,21172,22256,23484,24893,25981,27328,28332,30527,33564,34526,35660,34830,34669,34879,37418,40415,40205,39758,39414,39735,40682,42219,44304
"29049","Clinton, MO","4","CA1","1","...","Personal income (thousands of dollars)",43735,46320,50631,57341,68301,64521,77008,84137,95569,113807,134407,135340,161762,167833,175164,194288,211204,218810,223307,230802,253353,253827,267364,289310,300338,324911,338815,364034,398527,419280,435738,468178,501908,502205,520077,569664,591524,611576,664269,675546,681017,664998,718404,707728,764186,788505,789601
"29049","Clinton, MO","4","CA1","2","...","Population (persons) 1/",12510,12548,13009,13638,14238,14230,14880,14818,15007,15290,15580,15969,16150,16055,15866,16006,16037,16172,16131,16290,16381,16650,16796,16927,17020,17165,17525,17708,18153,18456,18827,19046,19371,19525,20034,20409,20392,20347,20774,20781,20765,20730,20649,20481,20490,20259,20609
"29049","Clinton, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3496,3691,3892,4205,4797,4534,5175,5678,6368,7443,8627,8475,10016,10454,11040,12138,13170,13530,13843,14168,15466,15245,15918,17092,17646,18929,19333,20558,21954,22718,23144,24581,25910,25721,25960,27912,29008,30057,31976,32508,32796,32079,34791,34555,37296,38921,38313
"29051","Cole, MO","4","CA1","1","...","Personal income (thousands of dollars)",159745,178141,196877,211938,237447,268072,300017,336450,372040,421048,461320,519141,586076,640023,689321,754191,805827,874980,916780,969459,1069963,1157879,1234359,1314085,1394076,1466639,1556902,1653548,1779824,1867543,1966236,2071808,2140947,2168678,2283067,2368271,2433190,2619618,2731911,2937329,2864136,2896953,2988037,3154520,3153033,3197476,3290073
"29051","Cole, MO","4","CA1","2","...","Population (persons) 1/",46140,46274,46453,47438,47684,49333,49957,51554,52362,54007,54520,56902,57738,58771,59614,60269,60922,62620,62813,62959,63210,63793,64965,65830,66538,67847,68649,69317,70093,70703,71114,71485,71650,72138,72728,72427,72948,73509,73977,74760,75408,76126,76431,76365,76618,76531,76720
"29051","Cole, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3462,3850,4238,4468,4980,5434,6006,6526,7105,7796,8461,9123,10151,10890,11563,12514,13227,13973,14595,15398,16927,18151,19000,19962,20952,21617,22679,23855,25392,26414,27649,28982,29881,30063,31392,32699,33355,35637,36929,39290,37982,38055,39095,41308,41153,41780,42884
"29053","Cooper, MO","4","CA1","1","...","Personal income (thousands of dollars)",47709,52732,56804,61142,75730,72928,79661,81002,87495,101603,117494,114934,129840,137199,142526,162259,172669,177650,181977,187500,205633,202093,224569,242072,249765,263452,269471,300668,316366,324962,324757,355589,355364,373486,389736,436304,430292,453004,487747,521215,517820,525860,549653,563842,582967,590922,588882
"29053","Cooper, MO","4","CA1","2","...","Population (persons) 1/",14943,14703,14477,14624,14426,14389,14252,14581,14587,14391,14423,14641,14605,14402,14357,14922,14861,15022,14881,15076,15009,14833,14905,15120,15594,15905,16081,16228,16297,16338,16470,16764,16714,16999,17002,17203,17380,17547,17693,17502,17564,17590,17579,17534,17638,17572,17642
"29053","Cooper, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3193,3586,3924,4181,5250,5068,5589,5555,5998,7060,8146,7850,8890,9526,9927,10874,11619,11826,12229,12437,13701,13625,15067,16010,16017,16564,16757,18528,19413,19890,19718,21211,21261,21971,22923,25362,24758,25817,27567,29780,29482,29895,31268,32157,33052,33629,33380
"29055","Crawford, MO","4","CA1","1","...","Personal income (thousands of dollars)",40631,43625,47473,52238,60942,67208,73107,82015,90876,103719,116152,127667,141343,151155,162256,176656,181790,191155,202072,219104,235350,245731,255159,276501,298185,319156,347116,369690,398075,421514,451722,485564,504956,519305,529981,555874,578261,597065,604352,630331,659309,681676,705193,722803,732621,756877,799811
"29055","Crawford, MO","4","CA1","2","...","Population (persons) 1/",14861,14840,14920,15739,16096,16514,16649,16801,17321,17438,17774,18344,18484,18254,18423,18689,18478,18498,18768,18983,19029,19238,19677,19871,20396,20922,21442,21815,22069,22414,22520,22828,22876,23420,23734,23918,24137,24373,24689,24698,24802,24618,24823,24778,24535,24638,24526
"29055","Crawford, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2734,2940,3182,3319,3786,4070,4391,4882,5247,5948,6535,6960,7647,8281,8807,9452,9838,10334,10767,11542,12368,12773,12967,13915,14620,15255,16189,16947,18038,18806,20059,21271,22074,22174,22330,23241,23957,24497,24479,25522,26583,27690,28409,29171,29860,30720,32611
"29057","Dade, MO","4","CA1","1","...","Personal income (thousands of dollars)",17670,18901,20025,23291,29500,28349,29960,33902,36037,42200,49160,49149,59674,62430,68240,71910,75102,80176,81457,88312,94927,94565,98234,107792,112670,117301,118526,127895,140161,140859,144902,151334,156362,155837,180771,201071,192211,199277,201425,215638,207879,202596,205333,223508,225338,249149,243651
"29057","Dade, MO","4","CA1","2","...","Population (persons) 1/",7015,6859,6931,7046,7164,7046,7262,7256,7382,7549,7370,7386,7384,7436,7530,7471,7476,7329,7433,7506,7463,7436,7460,7520,7631,7828,7905,7845,7852,7792,7908,7915,7920,7899,7896,7893,7910,7974,7969,7951,7885,7856,7771,7561,7550,7615,7595
"29057","Dade, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2519,2756,2889,3306,4118,4023,4126,4672,4882,5590,6670,6654,8082,8396,9062,9625,10046,10940,10959,11766,12720,12717,13168,14334,14765,14985,14994,16303,17850,18077,18323,19120,19743,19729,22894,25475,24300,24991,25276,27121,26364,25789,26423,29561,29846,32718,32080
"29059","Dallas, MO","4","CA1","1","...","Personal income (thousands of dollars)",22072,23294,26306,29227,32201,35018,39128,47576,52710,60264,67919,78016,89033,84876,89217,103447,109456,116885,119062,127767,143207,147688,155202,168611,183340,196946,213303,230325,253726,276244,294253,310278,318211,337548,351558,380733,384496,388838,394337,413093,406921,416944,433013,454054,448950,479250,488869
"29059","Dallas, MO","4","CA1","2","...","Population (persons) 1/",10162,10142,10519,10757,10881,11167,11683,11833,11713,11890,11988,12072,11951,11934,12133,12365,12289,12246,12417,12525,12448,12728,13015,13194,13673,14205,14602,14759,15059,15297,15555,15751,15802,15908,16031,16275,16325,16580,16953,16955,16816,16736,16767,16779,16498,16385,16393
"29059","Dallas, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2172,2297,2501,2717,2959,3136,3349,4021,4500,5068,5666,6463,7450,7112,7353,8366,8907,9545,9589,10201,11504,11603,11925,12779,13409,13865,14608,15606,16849,18059,18917,19699,20137,21219,21930,23394,23553,23452,23261,24364,24198,24913,25825,27061,27212,29249,29822
"29061","Daviess, MO","4","CA1","1","...","Personal income (thousands of dollars)",21193,24441,27222,31268,41055,35850,36130,38932,50187,54201,65428,56512,65248,66961,64705,75600,89153,87419,91496,87893,100752,101894,107714,118509,113330,126602,127295,150314,164325,156490,153532,174862,173919,170765,177230,206430,203303,213463,231617,247759,251073,244340,268468,267337,283790,310882,281319
"29061","Daviess, MO","4","CA1","2","...","Population (persons) 1/",8679,8375,8278,8590,8779,8803,9074,8737,8647,8778,8848,8913,8928,8715,8657,8532,8363,8285,8153,8159,7972,7860,7900,7750,7788,7656,7912,7806,7771,7877,8040,7998,7972,8040,8125,8228,8231,8331,8309,8330,8382,8440,8308,8261,8267,8294,8253
"29061","Daviess, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2442,2918,3288,3640,4677,4072,3982,4456,5804,6175,7395,6340,7308,7683,7474,8861,10660,10551,11222,10773,12638,12964,13635,15291,14552,16536,16089,19256,21146,19867,19096,21863,21816,21239,21813,25089,24700,25623,27875,29743,29954,28950,32314,32361,34328,37483,34087
"29063","DeKalb, MO","4","CA1","1","...","Personal income (thousands of dollars)",21942,24713,24418,30098,36790,33357,39935,37675,44797,51979,59963,55906,67760,67783,69045,81256,90629,89568,92223,92431,103540,105509,111308,121988,122851,136206,140439,156374,170006,172072,174327,192847,202414,199213,213373,236823,236280,247037,271811,298593,299145,297206,322917,305656,317153,315839,308092
"29063","DeKalb, MO","4","CA1","2","...","Population (persons) 1/",7412,7343,7614,7900,8062,8240,8310,8338,8242,8298,8361,8249,8342,8364,8383,8528,8526,8514,8708,8859,9884,9975,10011,10016,10247,10325,11132,11190,11218,11406,11500,13137,13111,13180,13284,12734,12727,12882,12921,12833,12825,12878,12915,12877,12749,12684,12687
"29063","DeKalb, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2960,3366,3207,3810,4563,4048,4806,4518,5435,6264,7172,6777,8123,8104,8236,9528,10630,10520,10591,10434,10476,10577,11119,12179,11989,13192,12616,13974,15155,15086,15159,14680,15438,15115,16062,18598,18565,19177,21036,23268,23325,23079,25003,23737,24877,24901,24284
"29065","Dent, MO","4","CA1","1","...","Personal income (thousands of dollars)",28765,31836,34944,39687,44738,51069,57989,66075,70405,80571,91426,103805,111127,120602,124840,127121,132671,136502,142928,153169,162354,171451,183453,191953,207233,217603,227360,243552,259175,270406,275415,294892,308631,310240,315601,336329,357391,384461,397642,418567,436187,436758,452322,456257,455957,466507,484007
"29065","Dent, MO","4","CA1","2","...","Population (persons) 1/",11623,11544,12024,12683,13119,13499,14116,13907,14131,14152,14607,14565,14726,14602,14467,14460,14112,13881,13779,13840,13739,13739,13817,13842,14081,14160,14401,14468,14573,14665,14833,14947,15088,14935,15050,15157,15257,15419,15344,15495,15544,15711,15577,15622,15691,15578,15593
"29065","Dent, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2475,2758,2906,3129,3410,3783,4108,4751,4982,5693,6259,7127,7546,8259,8629,8791,9401,9834,10373,11067,11817,12479,13277,13867,14717,15367,15788,16834,17785,18439,18568,19729,20455,20773,20970,22190,23425,24934,25915,27013,28061,27800,29038,29206,29059,29947,31040
"29067","Douglas, MO","4","CA1","1","...","Personal income (thousands of dollars)",16957,18155,20028,21994,28129,29563,32831,38316,41793,49897,54828,61842,69921,70382,78530,90077,94467,99711,101219,103438,115556,118937,126057,135020,147157,152651,162462,174959,192873,201768,207310,224194,230770,222730,229725,244465,265353,272009,286042,299853,295860,287274,297962,301512,295935,312714,317733
"29067","Douglas, MO","4","CA1","2","...","Population (persons) 1/",9535,9373,9790,10327,10512,10568,11152,10777,10887,10986,11189,11632,11759,11777,11855,12001,11944,11725,11701,11791,11802,11916,11956,11977,11985,12408,12551,12641,12747,12962,12966,13097,13070,13270,13239,13372,13474,13573,13637,13800,13793,13642,13619,13587,13457,13544,13373
"29067","Douglas, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",1778,1937,2046,2130,2676,2797,2944,3555,3839,4542,4900,5317,5946,5976,6624,7506,7909,8504,8650,8773,9791,9981,10543,11273,12278,12303,12944,13841,15131,15566,15989,17118,17656,16784,17352,18282,19694,20040,20975,21728,21450,21058,21878,22191,21991,23089,23759
"29069","Dunklin, MO","4","CA1","1","...","Personal income (thousands of dollars)",75457,85050,103316,108337,132507,126579,143964,158360,186478,198292,219717,230695,258309,280249,288677,329280,313624,328854,372361,402955,405629,411842,457290,494300,496059,536299,540369,595742,621257,604696,623374,661215,697365,704131,800213,842439,845013,876145,906209,944350,943683,955780,1006202,998220,1023786,979638,983414
"29069","Dunklin, MO","4","CA1","2","...","Population (persons) 1/",34232,33848,34544,34967,36026,36115,37332,37506,37591,37658,37096,36293,36093,35894,35670,35084,34503,33848,33400,33329,33212,33150,32933,33115,33213,33117,33248,33549,33443,33362,33264,33148,33006,32871,32723,32420,32581,32388,32255,32158,31977,31945,32021,31861,31676,31356,30895
"29069","Dunklin, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2204,2513,2991,3098,3678,3505,3856,4222,4961,5266,5923,6356,7157,7808,8093,9385,9090,9716,11149,12090,12213,12424,13885,14927,14936,16194,16253,17757,18577,18125,18740,19947,21128,21421,24454,25985,25936,27052,28095,29366,29511,29920,31423,31330,32321,31242,31831
"29071","Franklin, MO","4","CA1","1","...","Personal income (thousands of dollars)",182783,195760,216446,241730,276098,301601,333412,378358,424739,489196,559761,617371,692545,745589,807276,907465,973569,1033838,1097991,1160286,1246074,1295895,1368806,1464633,1554496,1710902,1820146,1899510,2066408,2174858,2277371,2441501,2604213,2682857,2691412,2874610,2997462,3218067,3367192,3527773,3425282,3400908,3527950,3638392,3705021,3816362,3965360
"29071","Franklin, MO","4","CA1","2","...","Population (persons) 1/",55941,55533,57514,59676,62430,64325,64983,65848,67361,68951,71125,71354,71683,71873,72411,73782,75383,76280,77385,78541,79431,81015,82203,83253,84234,85586,87584,89357,90710,91697,92914,94050,94872,95771,96480,97465,98417,99341,100265,101149,101422,101504,101625,101353,101739,101999,102426
"29071","Franklin, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3267,3525,3763,4051,4423,4689,5131,5746,6305,7095,7870,8652,9661,10374,11149,12299,12915,13553,14189,14773,15688,15996,16652,17593,18454,19990,20782,21258,22780,23718,24511,25960,27450,28013,27896,29494,30457,32394,33583,34877,33773,33505,34715,35898,36417,37416,38714
"29073","Gasconade, MO","4","CA1","1","...","Personal income (thousands of dollars)",32952,36720,39797,44351,50895,52954,61267,68771,76644,88671,101420,110767,123778,132668,142813,156284,161558,168729,176655,183569,196256,202808,212708,229244,235837,253564,271359,286816,300410,318230,331866,352080,362585,357770,367673,408110,410230,440023,463589,470508,468182,474574,489760,505643,518292,530428,548270
"29073","Gasconade, MO","4","CA1","2","...","Population (persons) 1/",12155,11960,12274,12548,12756,12692,12762,12849,13007,12932,13002,13209,13298,13346,13433,13551,13573,13619,13770,13784,13816,14059,14139,14256,14453,14440,14558,14764,15075,15013,15184,15374,15395,15407,15460,15464,15516,15479,15450,15309,15204,15230,15113,14990,14896,14885,14858
"29073","Gasconade, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2711,3070,3242,3535,3990,4172,4801,5352,5893,6857,7800,8386,9308,9941,10632,11533,11903,12389,12829,13318,14205,14425,15044,16081,16318,17560,18640,19427,19928,21197,21856,22901,23552,23221,23782,26391,26439,28427,30006,30734,30793,31160,32407,33732,34794,35635,36901
"29075","Gentry, MO","4","CA1","1","...","Personal income (thousands of dollars)",24757,26186,27254,32637,37582,35299,42820,40045,46411,53164,61363,57116,69698,71864,67901,80471,84833,84108,85551,81467,90993,89115,99236,105646,102717,112795,114186,139378,147352,138826,135928,154286,161743,153920,162008,177542,184576,193946,212191,225976,238116,234660,250684,247810,266750,288496,256650
"29075","Gentry, MO","4","CA1","2","...","Population (persons) 1/",8226,8107,8296,8540,8100,8150,8262,8330,8249,7924,8029,7908,7975,7954,7801,7825,7682,7310,7161,6994,6942,6844,6810,6820,6782,6826,6775,6853,6849,6872,6821,6873,6875,6780,6725,6771,6780,6776,6758,6806,6740,6739,6827,6806,6783,6816,6692
"29075","Gentry, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3010,3230,3285,3822,4640,4331,5183,4807,5626,6709,7643,7223,8740,9035,8704,10284,11043,11506,11947,11648,13108,13021,14572,15491,15146,16524,16854,20338,21514,20202,19928,22448,23526,22702,24090,26221,27224,28622,31398,33202,35329,34821,36719,36411,39326,42326,38352
"29077","Greene, MO","4","CA1","1","...","Personal income (thousands of dollars)",491223,540038,591497,662446,744971,811689,896653,1007633,1121822,1280684,1433552,1621068,1804713,1967769,2129106,2352893,2507278,2690018,2844217,3037899,3279686,3476674,3763278,4101953,4383867,4707135,4907862,5155164,5421991,5787979,6039291,6291386,6914166,7165228,7613162,7989985,8395930,8818439,9268559,9854384,9553812,9433606,9747391,10256970,10255223,10665434,11219511
"29077","Greene, MO","4","CA1","2","...","Population (persons) 1/",151813,153978,159030,163353,166986,169420,168144,172581,177212,181403,183387,185656,186674,187459,190253,193063,196617,199219,202098,204107,205902,208852,212756,217726,222460,227337,230869,232148,234853,237205,238802,241015,243305,245822,249312,253130,257282,263046,267576,270901,274013,275381,277410,280707,283987,285852,288072
"29077","Greene, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3236,3507,3719,4055,4461,4791,5333,5839,6330,7060,7817,8732,9668,10497,11191,12187,12752,13503,14073,14884,15928,16647,17688,18840,19706,20706,21258,22206,23087,24401,25290,26104,28418,29148,30537,31565,32633,33524,34639,36376,34866,34257,35137,36540,36112,37311,38947
"29079","Grundy, MO","4","CA1","1","...","Personal income (thousands of dollars)",32152,36976,38115,43025,53804,50541,58054,60735,70515,81105,91204,85423,96818,102221,102601,111986,126975,125506,134042,132320,147402,148621,156837,168819,168981,184712,180080,195381,203708,200944,205731,222909,233259,232144,232882,251855,249448,259744,277997,297117,309679,309757,323336,324596,333400,340171,330712
"29079","Grundy, MO","4","CA1","2","...","Population (persons) 1/",11893,11834,12014,11910,12080,12088,12091,11942,12037,12071,12219,11961,11943,11757,11562,11476,11331,11045,10962,10768,10704,10504,10575,10580,10579,10547,10630,10530,10522,10537,10503,10513,10427,10253,10304,10209,10280,10187,10199,10196,10215,10270,10263,10337,10373,10209,10097
"29079","Grundy, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2703,3125,3173,3613,4454,4181,4801,5086,5858,6719,7464,7142,8107,8694,8874,9758,11206,11363,12228,12288,13771,14149,14831,15956,15973,17513,16941,18555,19360,19070,19588,21203,22371,22642,22601,24670,24265,25498,27257,29141,30316,30161,31505,31401,32141,33321,32753
"29081","Harrison, MO","4","CA1","1","...","Personal income (thousands of dollars)",27914,30340,33080,36926,43590,42634,46975,47891,54439,63596,74399,68291,83873,85244,83694,95354,107031,103175,108462,102835,117108,115504,123939,126875,125188,140828,137442,148877,163787,162573,162892,185071,205342,207811,212812,241576,247390,250139,260510,275956,287826,297247,314466,299958,308684,310412,295887
"29081","Harrison, MO","4","CA1","2","...","Population (persons) 1/",10448,10264,10340,10176,10216,10191,10292,10096,10242,9949,9910,9901,9927,9941,9869,9620,9384,9078,8830,8676,8587,8459,8474,8509,8551,8471,8433,8540,8680,8762,8759,8873,8779,8771,8791,8753,8893,8870,8951,8956,8987,8949,8902,8739,8720,8634,8615
"29081","Harrison, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2672,2956,3199,3629,4267,4183,4564,4744,5315,6392,7507,6897,8449,8575,8480,9912,11406,11365,12283,11853,13638,13655,14626,14911,14640,16625,16298,17433,18869,18554,18597,20858,23390,23693,24208,27599,27819,28201,29104,30812,32027,33216,35325,34324,35400,35952,34346
"29083","Henry, MO","4","CA1","1","...","Personal income (thousands of dollars)",53981,60583,66042,75003,90096,96794,105662,109881,120216,132996,153883,160128,186155,189793,202235,225765,236510,239190,237704,252735,271036,271860,281340,311386,331682,351898,366240,398279,419986,438738,460655,495819,531445,531576,572612,604961,621629,646224,691903,742244,757790,735157,743581,787094,825523,869239,853520
"29083","Henry, MO","4","CA1","2","...","Population (persons) 1/",18743,18458,18639,19773,19707,20122,19644,19446,19476,19398,19594,19664,19594,19466,19561,19702,20020,19989,19941,19980,20031,20080,20291,20459,20643,20875,21199,21411,21464,21696,21747,22108,22307,22179,22410,22442,22354,22556,22474,22291,22277,22249,22195,22155,22064,22021,21737
"29083","Henry, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2880,3282,3543,3793,4572,4810,5379,5651,6173,6856,7854,8143,9501,9750,10339,11459,11814,11966,11920,12649,13531,13539,13865,15220,16068,16857,17276,18602,19567,20222,21182,22427,23824,23968,25552,26957,27808,28650,30787,33298,34017,33042,33502,35527,37415,39473,39266
"29085","Hickory, MO","4","CA1","1","...","Personal income (thousands of dollars)",9292,10176,10837,13295,15662,16314,20298,21312,24085,26791,30625,33096,40290,41694,44735,51883,59077,62614,65848,69817,76867,80782,88019,95833,102025,107262,113721,122160,132536,134305,140634,151593,159243,157489,163721,178272,178542,184192,190529,203995,206939,207347,211267,224553,226352,231614,242835
"29085","Hickory, MO","4","CA1","2","...","Population (persons) 1/",4533,4564,4893,5150,5137,5303,5763,5901,5854,6079,6134,6365,6348,6410,6582,6855,6901,6953,7118,7208,7340,7341,7591,7666,7915,8137,8422,8622,8730,8762,8930,8940,9036,8929,9171,9316,9476,9518,9594,9592,9561,9631,9582,9390,9272,9228,9201
"29085","Hickory, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2050,2230,2215,2582,3049,3076,3522,3612,4114,4407,4993,5200,6347,6505,6797,7569,8561,9005,9251,9686,10472,11004,11595,12501,12890,13182,13503,14168,15182,15328,15748,16957,17623,17638,17852,19136,18841,19352,19859,21267,21644,21529,22048,23914,24412,25099,26392
"29087","Holt, MO","4","CA1","1","...","Personal income (thousands of dollars)",22982,24188,26334,29740,39249,33169,34544,34108,42649,48406,62729,53638,68235,63094,62164,70175,83987,77944,78053,71103,80704,88189,95768,102382,88907,114584,94565,126296,123885,121779,119793,133354,149013,143238,144115,151578,151983,170867,188601,197314,190086,162146,184846,185302,231602,203758,164383
"29087","Holt, MO","4","CA1","2","...","Population (persons) 1/",6748,6642,6653,6913,6906,6840,6835,7022,6953,6876,7033,6868,6803,6723,6652,6626,6468,6394,6251,6094,6061,6034,5950,5887,5780,5627,5640,5585,5533,5424,5438,5326,5310,5148,5154,5116,5047,4976,4997,4926,4911,4904,4834,4660,4578,4520,4484
"29087","Holt, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",3406,3642,3958,4302,5683,4849,5054,4857,6134,7040,8919,7810,10030,9385,9345,10591,12985,12190,12486,11668,13315,14615,16095,17391,15382,20363,16767,22613,22390,22452,22029,25038,28063,27824,27962,29628,30114,34338,37743,40056,38706,33064,38239,39764,50590,45079,36660
"29089","Howard, MO","4","CA1","1","...","Personal income (thousands of dollars)",31384,34423,36210,40659,46832,49659,48324,51972,56023,61129,69701,70642,84713,87579,90010,103616,110017,112289,117664,122342,130862,132766,148143,157179,160252,175435,177183,197527,204310,212614,217261,229992,248746,247212,250344,281514,265154,279761,291380,312022,314319,313482,334246,335566,356027,358788,356076
"29089","Howard, MO","4","CA1","2","...","Population (persons) 1/",10726,10587,10705,10925,10676,10336,10087,10078,9945,9810,9854,10010,10000,10029,9938,9805,9751,9788,9751,9665,9670,9647,9700,9859,9862,9857,10042,10107,10169,10210,10227,10182,10155,10072,10056,10012,10091,10089,10079,10138,10172,10141,10204,10189,10238,10141,10139
"29089","Howard, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2926,3251,3383,3722,4387,4804,4791,5157,5633,6231,7073,7057,8471,8733,9057,10568,11283,11472,12067,12658,13533,13762,15272,15943,16249,17798,17644,19544,20091,20824,21244,22588,24495,24544,24895,28118,26276,27729,28910,30777,30900,30912,32756,32934,34775,35380,35119
"29091","Howell, MO","4","CA1","1","...","Personal income (thousands of dollars)",57571,61063,64870,74057,84123,91797,104132,114863,127688,147258,165510,183857,206357,221654,243558,263026,275969,294159,305226,328144,363442,379185,417052,453879,490873,510911,541832,578095,623800,650342,672373,708276,768029,783277,828563,900399,941809,1003495,1018791,1072935,1063742,1105160,1143057,1179284,1183115,1230345,1270792
"29091","Howell, MO","4","CA1","2","...","Population (persons) 1/",23690,23633,24176,25618,25718,26662,27366,27980,28593,28588,28748,28846,28944,29067,29613,30123,30024,30061,30253,30554,30878,31624,32220,32770,33665,34239,34890,35833,36393,36703,37128,37285,37259,37429,37717,38036,38704,39067,39391,39910,39917,40569,40601,40575,40220,40116,40117
"29091","Howell, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2430,2584,2683,2891,3271,3443,3805,4105,4466,5151,5757,6374,7130,7626,8225,8732,9192,9785,10089,10740,11770,11990,12944,13850,14581,14922,15530,16133,17141,17719,18110,18996,20613,20927,21968,23672,24334,25687,25864,26884,26649,27241,28153,29064,29416,30670,31677
"29093","Iron, MO","4","CA1","1","...","Personal income (thousands of dollars)",23985,27925,29693,32062,35514,39448,44123,49578,54772,61705,70037,79920,85466,92488,97962,96687,100769,105890,101246,106731,117539,122034,130867,146463,148645,156970,169072,177023,186888,192162,196976,202343,202638,205467,209449,218033,225538,240246,273845,283932,278454,275013,291399,295350,296216,308345,317991
"29093","Iron, MO","4","CA1","2","...","Population (persons) 1/",9526,9622,10074,10322,10524,10684,10851,10921,11062,11213,11243,11102,11155,11002,11118,11134,10751,10581,10605,10602,10656,10748,10740,10684,10844,10886,10790,10920,10965,10871,10862,10628,10616,10608,10508,10617,10630,10710,10681,10667,10715,10605,10490,10425,10330,10240,10125
"29093","Iron, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",2518,2902,2947,3106,3375,3692,4066,4540,4951,5503,6229,7199,7662,8406,8811,8684,9373,10008,9547,10067,11030,11354,12185,13709,13708,14419,15669,16211,17044,17677,18134,19039,19088,19369,19932,20536,21217,22432,25639,26618,25987,25932,27779,28331,28675,30112,31407
"29095","Jackson, MO","4","CA1","1","...","Personal income (thousands of dollars)",2666538,2911746,3139895,3401551,3676740,3960416,4311577,4680633,5119280,5573047,6127130,6630980,7136061,7641894,8036500,8876556,9504143,9995202,10589737,11138099,11647797,12165019,12734750,13487493,14026381,14746725,15359943,16109098,16910917,17956899,18601711,19646957,18893837,19051965,19261702,20150338,20967781,22368567,23449515,24608896,24529716,24646014,26002954,26276893,26424960,27384390,28567536
"29095","Jackson, MO","4","CA1","2","...","Population (persons) 1/",652604,654607,658156,652883,652749,647759,635019,636819,631760,631853,631825,629536,629247,628064,627962,630715,633482,635143,636635,637077,633711,633447,635985,638090,640518,643259,643866,650309,653593,654606,654073,655709,657012,658765,658914,658307,658592,660539,662995,665427,670763,675011,675373,677558,680290,683683,687623
"29095","Jackson, MO","4","CA1","3","...","Per capita personal income (dollars) 2/",4086,4448,4771,5210,5633,6114,6790,7350,8103,8820,9698,10533,11341,12167,12798,14074,15003,15737,16634,17483,18380,19204,20024,21137,21898,22925,23856,24771,25874,27432,28440,29963,28757,28921,29232,30609,31837,33864,35369,36982,36570,36512,38502,38782,38844,40054,41545
"29097","Jasper, MO","4","CA1","1","...","Personal income (thousands of dollars)",237848,256056,272318,303414,336293,367572,399136,445917,498791,557297,624672,694244,772809,824659,884687,973064,1030989,1091022,1152333,1223335,1290827,1361611,1434199,1583445,1669283,1791546,1891050,1994751,2100558,2212183,2299754,2472852,2627062,2675372,2771197,2942369,2996349,3183945,3354042,3531622,3541966,3562772,3756165,3998238,3923357,4085240,4283548
"29097","Jasper, MO","4","CA1","2","...","Population (persons) 1/",80799,79848,80129,82152,83333,83744,83462,84245,84858,85552,86534,87207,88011,88218,87940,88573,88987,89197,89869,90006,90333,90622,91352,92737,94525,96356,98256,100136,101622,102744,103740,104966,105628,106684,107690,108897,110219,112030,113754,115144,116448,117728,117853,115423,116481,117566,118596
